week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id
1,Fri,2009-08-07,,Wolfsburg,2–0,Stuttgart,,,Felix Brych,/en/matches/630b172c/Wolfsburg-Stuttgart-August-7-2009-Bundesliga,,630b172c
1,Sat,2009-08-08,,Dortmund,1–0,Köln,,,Wolfgang Stark,/en/matches/1ed266f5/Dortmund-Koln-August-8-2009-Bundesliga,,1ed266f5
1,Sat,2009-08-08,,Hertha BSC,1–0,Hannover 96,,,Guido Winkmann,/en/matches/3fdae7e9/Hertha-BSC-Hannover-96-August-8-2009-Bundesliga,,3fdae7e9
1,Sat,2009-08-08,,Hoffenheim,1–1,Bayern Munich,,,Babak Rafati,/en/matches/ecf64e15/Hoffenheim-Bayern-Munich-August-8-2009-Bundesliga,,ecf64e15
1,Sat,2009-08-08,,Mainz 05,2–2,Leverkusen,,,Deniz Aytekin,/en/matches/78472e7e/Mainz-05-Bayer-Leverkusen-August-8-2009-Bundesliga,,78472e7e
1,Sat,2009-08-08,,Nürnberg,1–2,Schalke 04,,,Knut Kircher,/en/matches/8e55ef1b/Nurnberg-Schalke-04-August-8-2009-Bundesliga,,8e55ef1b
1,Sat,2009-08-08,,Werder Bremen,2–3,Eint Frankfurt,,,Helmut Fleischer,/en/matches/5880a490/Werder-Bremen-Eintracht-Frankfurt-August-8-2009-Bundesliga,,5880a490
1,Sun,2009-08-09,,Bochum,3–3,M'Gladbach,,,Michael Kempter,/en/matches/411ce466/Bochum-Monchengladbach-August-9-2009-Bundesliga,,411ce466
1,Sun,2009-08-09,,Freiburg,1–1,Hamburger SV,,,Peter Sippel,/en/matches/db1a25e7/Freiburg-Hamburger-SV-August-9-2009-Bundesliga,,db1a25e7
2,Sat,2009-08-15,,Bayern Munich,1–1,Werder Bremen,,,Manuel Gräfe,/en/matches/56b0593d/Bayern-Munich-Werder-Bremen-August-15-2009-Bundesliga,,56b0593d
2,Sat,2009-08-15,,Eint Frankfurt,1–1,Nürnberg,,,Michael Weiner,/en/matches/dea870a1/Eintracht-Frankfurt-Nurnberg-August-15-2009-Bundesliga,,dea870a1
2,Sat,2009-08-15,,Hamburger SV,4–1,Dortmund,,,Michael Kempter,/en/matches/e7ee3aa9/Hamburger-SV-Dortmund-August-15-2009-Bundesliga,,e7ee3aa9
2,Sat,2009-08-15,,Hannover 96,1–1,Mainz 05,,,Felix Zwayer,/en/matches/b417e103/Hannover-96-Mainz-05-August-15-2009-Bundesliga,,b417e103
2,Sat,2009-08-15,,Köln,1–3,Wolfsburg,,,Thorsten Kinhöfer,/en/matches/f9021462/Koln-Wolfsburg-August-15-2009-Bundesliga,,f9021462
2,Sat,2009-08-15,,Leverkusen,1–0,Hoffenheim,,,Peter Gagelmann,/en/matches/10cd1bf0/Bayer-Leverkusen-Hoffenheim-August-15-2009-Bundesliga,,10cd1bf0
2,Sat,2009-08-15,,Stuttgart,4–2,Freiburg,,,Lutz Wagner,/en/matches/e8563d43/Stuttgart-Freiburg-August-15-2009-Bundesliga,,e8563d43
2,Sun,2009-08-16,,M'Gladbach,2–1,Hertha BSC,,,Markus Schmidt,/en/matches/c7f5c06f/Monchengladbach-Hertha-BSC-August-16-2009-Bundesliga,,c7f5c06f
2,Sun,2009-08-16,,Schalke 04,3–0,Bochum,,,Günter Perl,/en/matches/5154c738/Schalke-04-Bochum-August-16-2009-Bundesliga,,5154c738
3,Fri,2009-08-21,,Hoffenheim,0–0,Schalke 04,,,Michael Weiner,/en/matches/9b879ff5/Hoffenheim-Schalke-04-August-21-2009-Bundesliga,,9b879ff5
3,Sat,2009-08-22,,Dortmund,1–1,Stuttgart,,,Helmut Fleischer,/en/matches/a05c401f/Dortmund-Stuttgart-August-22-2009-Bundesliga,,a05c401f
3,Sat,2009-08-22,,Freiburg,0–5,Leverkusen,,,Marco Fritz,/en/matches/d8a4c721/Freiburg-Bayer-Leverkusen-August-22-2009-Bundesliga,,d8a4c721
3,Sat,2009-08-22,,Köln,0–0,Eint Frankfurt,,,Manuel Gräfe,/en/matches/b8530aa3/Koln-Eintracht-Frankfurt-August-22-2009-Bundesliga,,b8530aa3
3,Sat,2009-08-22,,Mainz 05,2–1,Bayern Munich,,,Thorsten Kinhöfer,/en/matches/abb7117e/Mainz-05-Bayern-Munich-August-22-2009-Bundesliga,,abb7117e
3,Sat,2009-08-22,,Nürnberg,0–2,Hannover 96,,,Jochen Drees,/en/matches/c23771a4/Nurnberg-Hannover-96-August-22-2009-Bundesliga,,c23771a4
3,Sun,2009-08-23,,Bochum,1–0,Hertha BSC,,,Felix Brych,/en/matches/7e1980a3/Bochum-Hertha-BSC-August-23-2009-Bundesliga,,7e1980a3
3,Sun,2009-08-23,,Werder Bremen,3–0,M'Gladbach,,,Günter Perl,/en/matches/402a1e52/Werder-Bremen-Monchengladbach-August-23-2009-Bundesliga,,402a1e52
3,Sun,2009-08-23,,Wolfsburg,2–4,Hamburger SV,,,Knut Kircher,/en/matches/b4479fef/Wolfsburg-Hamburger-SV-August-23-2009-Bundesliga,,b4479fef
4,Fri,2009-08-28,,M'Gladbach,2–0,Mainz 05,,,Peter Sippel,/en/matches/cc8086b9/Monchengladbach-Mainz-05-August-28-2009-Bundesliga,,cc8086b9
4,Sat,2009-08-29,,Bayern Munich,3–0,Wolfsburg,,,Michael Kempter,/en/matches/65ff9c52/Bayern-Munich-Wolfsburg-August-29-2009-Bundesliga,,65ff9c52
4,Sat,2009-08-29,,Eint Frankfurt,1–1,Dortmund,,,Florian Meyer,/en/matches/49e7168a/Eintracht-Frankfurt-Dortmund-August-29-2009-Bundesliga,,49e7168a
4,Sat,2009-08-29,,Hannover 96,0–1,Hoffenheim,,,Lutz Wagner,/en/matches/988f16eb/Hannover-96-Hoffenheim-August-29-2009-Bundesliga,,988f16eb
4,Sat,2009-08-29,,Leverkusen,2–1,Bochum,,,Wolfgang Stark,/en/matches/5166b2d0/Bayer-Leverkusen-Bochum-August-29-2009-Bundesliga,,5166b2d0
4,Sat,2009-08-29,,Schalke 04,0–1,Freiburg,,,Helmut Fleischer,/en/matches/3f88ff7a/Schalke-04-Freiburg-August-29-2009-Bundesliga,,3f88ff7a
4,Sat,2009-08-29,,Stuttgart,0–0,Nürnberg,,,Babak Rafati,/en/matches/c3b14576/Stuttgart-Nurnberg-August-29-2009-Bundesliga,,c3b14576
4,Sun,2009-08-30,,Hamburger SV,3–1,Köln,,,Felix Brych,/en/matches/8f2491d9/Hamburger-SV-Koln-August-30-2009-Bundesliga,,8f2491d9
4,Sun,2009-08-30,,Hertha BSC,2–3,Werder Bremen,,,Thorsten Kinhöfer,/en/matches/9799b639/Hertha-BSC-Werder-Bremen-August-30-2009-Bundesliga,,9799b639
5,Sat,2009-09-12,,Dortmund,1–5,Bayern Munich,,,Knut Kircher,/en/matches/6488baf7/Der-Klassiker-Dortmund-Bayern-Munich-September-12-2009-Bundesliga,,6488baf7
5,Sat,2009-09-12,,Freiburg,0–2,Eint Frankfurt,,,Guido Winkmann,/en/matches/97fce90b/Freiburg-Eintracht-Frankfurt-September-12-2009-Bundesliga,,97fce90b
5,Sat,2009-09-12,,Hamburger SV,3–1,Stuttgart,,,Wolfgang Stark,/en/matches/73b0a3de/Hamburger-SV-Stuttgart-September-12-2009-Bundesliga,,73b0a3de
5,Sat,2009-09-12,,Hoffenheim,3–0,Bochum,,,Felix Zwayer,/en/matches/d0cad679/Hoffenheim-Bochum-September-12-2009-Bundesliga,,d0cad679
5,Sat,2009-09-12,,Mainz 05,2–1,Hertha BSC,,,Florian Meyer,/en/matches/1c28fcf2/Mainz-05-Hertha-BSC-September-12-2009-Bundesliga,,1c28fcf2
5,Sat,2009-09-12,,Nürnberg,1–0,M'Gladbach,,,Peter Gagelmann,/en/matches/1fcc6fc4/Nurnberg-Monchengladbach-September-12-2009-Bundesliga,,1fcc6fc4
5,Sat,2009-09-12,,Wolfsburg,2–3,Leverkusen,,,Felix Brych,/en/matches/48f4f76c/Wolfsburg-Bayer-Leverkusen-September-12-2009-Bundesliga,,48f4f76c
5,Sun,2009-09-13,,Köln,1–2,Schalke 04,,,Jochen Drees,/en/matches/fc3eeee1/Koln-Schalke-04-September-13-2009-Bundesliga,,fc3eeee1
5,Sun,2009-09-13,,Werder Bremen,0–0,Hannover 96,,,Markus Schmidt,/en/matches/205ffb47/Werder-Bremen-Hannover-96-September-13-2009-Bundesliga,,205ffb47
6,Fri,2009-09-18,,Schalke 04,1–2,Wolfsburg,,,Manuel Gräfe,/en/matches/76d7232d/Schalke-04-Wolfsburg-September-18-2009-Bundesliga,,76d7232d
6,Sat,2009-09-19,,Bayern Munich,2–1,Nürnberg,,,Florian Meyer,/en/matches/b731469e/Bayern-Munich-Nurnberg-September-19-2009-Bundesliga,,b731469e
6,Sat,2009-09-19,,Bochum,2–3,Mainz 05,,,Babak Rafati,/en/matches/7865a328/Bochum-Mainz-05-September-19-2009-Bundesliga,,7865a328
6,Sat,2009-09-19,,Hannover 96,1–1,Dortmund,,,Günter Perl,/en/matches/c37916e5/Hannover-96-Dortmund-September-19-2009-Bundesliga,,c37916e5
6,Sat,2009-09-19,,M'Gladbach,2–4,Hoffenheim,,,Wolfgang Stark,/en/matches/5f117709/Monchengladbach-Hoffenheim-September-19-2009-Bundesliga,,5f117709
6,Sat,2009-09-19,,Stuttgart,0–2,Köln,,,Michael Weiner,/en/matches/f1ffbdee/Stuttgart-Koln-September-19-2009-Bundesliga,,f1ffbdee
6,Sun,2009-09-20,,Eint Frankfurt,1–1,Hamburger SV,,,Thorsten Kinhöfer,/en/matches/a11d015f/Eintracht-Frankfurt-Hamburger-SV-September-20-2009-Bundesliga,,a11d015f
6,Sun,2009-09-20,,Hertha BSC,0–4,Freiburg,,,Deniz Aytekin,/en/matches/88e24e05/Hertha-BSC-Freiburg-September-20-2009-Bundesliga,,88e24e05
6,Sun,2009-09-20,,Leverkusen,0–0,Werder Bremen,,,Peter Sippel,/en/matches/3741ded9/Bayer-Leverkusen-Werder-Bremen-September-20-2009-Bundesliga,,3741ded9
7,Fri,2009-09-25,,Nürnberg,0–1,Bochum,,,Marco Fritz,/en/matches/aab5ee00/Nurnberg-Bochum-September-25-2009-Bundesliga,,aab5ee00
7,Sat,2009-09-26,,Dortmund,0–1,Schalke 04,,,Wolfgang Stark,/en/matches/8a55ffba/Revierderby-Dortmund-Schalke-04-September-26-2009-Bundesliga,,8a55ffba
7,Sat,2009-09-26,,Eint Frankfurt,0–3,Stuttgart,,,Manuel Gräfe,/en/matches/5d3887fe/Eintracht-Frankfurt-Stuttgart-September-26-2009-Bundesliga,,5d3887fe
7,Sat,2009-09-26,,Hamburger SV,1–0,Bayern Munich,,,Michael Weiner,/en/matches/526a2c41/Hamburger-SV-Bayern-Munich-September-26-2009-Bundesliga,,526a2c41
7,Sat,2009-09-26,,Köln,0–1,Leverkusen,,,Michael Kempter,/en/matches/b261edad/Koln-Bayer-Leverkusen-September-26-2009-Bundesliga,,b261edad
7,Sat,2009-09-26,,Werder Bremen,3–0,Mainz 05,,,Felix Brych,/en/matches/c004dae2/Werder-Bremen-Mainz-05-September-26-2009-Bundesliga,,c004dae2
7,Sat,2009-09-26,,Wolfsburg,4–2,Hannover 96,,,Peter Gagelmann,/en/matches/41b9dab2/Wolfsburg-Hannover-96-September-26-2009-Bundesliga,,41b9dab2
7,Sun,2009-09-27,,Freiburg,3–0,M'Gladbach,,,Thorsten Kinhöfer,/en/matches/3a811229/Freiburg-Monchengladbach-September-27-2009-Bundesliga,,3a811229
7,Sun,2009-09-27,,Hoffenheim,5–1,Hertha BSC,,,Peter Sippel,/en/matches/27ba3fb6/Hoffenheim-Hertha-BSC-September-27-2009-Bundesliga,,27ba3fb6
8,Fri,2009-10-02,,Schalke 04,2–0,Eint Frankfurt,,,Michael Kempter,/en/matches/e3da78e7/Schalke-04-Eintracht-Frankfurt-October-2-2009-Bundesliga,,e3da78e7
8,Sat,2009-10-03,,Bayern Munich,0–0,Köln,,,Lutz Wagner,/en/matches/7840b6ed/Bayern-Munich-Koln-October-3-2009-Bundesliga,,7840b6ed
8,Sat,2009-10-03,,Bochum,1–1,Wolfsburg,,,Jochen Drees,/en/matches/d173914f/Bochum-Wolfsburg-October-3-2009-Bundesliga,,d173914f
8,Sat,2009-10-03,,Hannover 96,5–2,Freiburg,,,Wolfgang Stark,/en/matches/8afb0895/Hannover-96-Freiburg-October-3-2009-Bundesliga,,8afb0895
8,Sat,2009-10-03,,Leverkusen,4–0,Nürnberg,,,Markus Schmidt,/en/matches/80ce06a5/Bayer-Leverkusen-Nurnberg-October-3-2009-Bundesliga,,80ce06a5
8,Sat,2009-10-03,,M'Gladbach,0–1,Dortmund,,,Manuel Gräfe,/en/matches/4f1d034b/Monchengladbach-Dortmund-October-3-2009-Bundesliga,,4f1d034b
8,Sat,2009-10-03,,Mainz 05,2–1,Hoffenheim,,,Guido Winkmann,/en/matches/aa8d90a8/Mainz-05-Hoffenheim-October-3-2009-Bundesliga,,aa8d90a8
8,Sun,2009-10-04,,Hertha BSC,1–3,Hamburger SV,,,Günter Perl,/en/matches/ee88b840/Hertha-BSC-Hamburger-SV-October-4-2009-Bundesliga,,ee88b840
8,Sun,2009-10-04,,Stuttgart,0–2,Werder Bremen,,,Florian Meyer,/en/matches/2851a7b5/Stuttgart-Werder-Bremen-October-4-2009-Bundesliga,,2851a7b5
9,Sat,2009-10-17,,Eint Frankfurt,2–1,Hannover 96,,,Deniz Aytekin,/en/matches/b10ca220/Eintracht-Frankfurt-Hannover-96-October-17-2009-Bundesliga,,b10ca220
9,Sat,2009-10-17,,Freiburg,1–2,Bayern Munich,,,Manuel Gräfe,/en/matches/8677c609/Freiburg-Bayern-Munich-October-17-2009-Bundesliga,,8677c609
9,Sat,2009-10-17,,Hamburger SV,0–0,Leverkusen,,,Florian Meyer,/en/matches/779e5265/Hamburger-SV-Bayer-Leverkusen-October-17-2009-Bundesliga,,779e5265
9,Sat,2009-10-17,,Köln,1–0,Mainz 05,,,Peter Gagelmann,/en/matches/b23d4b92/Koln-Mainz-05-October-17-2009-Bundesliga,,b23d4b92
9,Sat,2009-10-17,,Nürnberg,3–0,Hertha BSC,,,Thorsten Kinhöfer,/en/matches/935ed815/Nurnberg-Hertha-BSC-October-17-2009-Bundesliga,,935ed815
9,Sat,2009-10-17,,Stuttgart,1–2,Schalke 04,,,Felix Brych,/en/matches/51293599/Stuttgart-Schalke-04-October-17-2009-Bundesliga,,51293599
9,Sat,2009-10-17,,Werder Bremen,2–0,Hoffenheim,,,Knut Kircher,/en/matches/9da56350/Werder-Bremen-Hoffenheim-October-17-2009-Bundesliga,,9da56350
9,Sun,2009-10-18,,Dortmund,2–0,Bochum,,,Michael Weiner,/en/matches/e93bb8e4/Dortmund-Bochum-October-18-2009-Bundesliga,,e93bb8e4
9,Sun,2009-10-18,,Wolfsburg,2–1,M'Gladbach,,,Helmut Fleischer,/en/matches/d96d660b/Wolfsburg-Monchengladbach-October-18-2009-Bundesliga,,d96d660b
10,Fri,2009-10-23,,Leverkusen,1–1,Dortmund,,,Babak Rafati,/en/matches/2ee7ec23/Bayer-Leverkusen-Dortmund-October-23-2009-Bundesliga,,2ee7ec23
10,Sat,2009-10-24,,Bayern Munich,2–1,Eint Frankfurt,,,Jochen Drees,/en/matches/cee0000c/Bayern-Munich-Eintracht-Frankfurt-October-24-2009-Bundesliga,,cee0000c
10,Sat,2009-10-24,,Hannover 96,1–0,Stuttgart,,,Guido Winkmann,/en/matches/892ef78c/Hannover-96-Stuttgart-October-24-2009-Bundesliga,,892ef78c
10,Sat,2009-10-24,,Hoffenheim,3–0,Nürnberg,,,Michael Weiner,/en/matches/d4675520/Hoffenheim-Nurnberg-October-24-2009-Bundesliga,,d4675520
10,Sat,2009-10-24,,M'Gladbach,0–0,Köln,,,Knut Kircher,/en/matches/e4d1cccc/Monchengladbach-Koln-October-24-2009-Bundesliga,,e4d1cccc
10,Sat,2009-10-24,,Mainz 05,3–0,Freiburg,,,Markus Schmidt,/en/matches/17b51684/Mainz-05-Freiburg-October-24-2009-Bundesliga,,17b51684
10,Sun,2009-10-25,,Bochum,1–4,Werder Bremen,,,Peter Sippel,/en/matches/21319f47/Bochum-Werder-Bremen-October-25-2009-Bundesliga,,21319f47
10,Sun,2009-10-25,,Hertha BSC,0–0,Wolfsburg,,,Lutz Wagner,/en/matches/4cbfa8e2/Hertha-BSC-Wolfsburg-October-25-2009-Bundesliga,,4cbfa8e2
10,Sun,2009-10-25,,Schalke 04,3–3,Hamburger SV,,,Manuel Gräfe,/en/matches/6296b523/Schalke-04-Hamburger-SV-October-25-2009-Bundesliga,,6296b523
11,Fri,2009-10-30,,Dortmund,2–0,Hertha BSC,,,Felix Brych,/en/matches/e7972828/Dortmund-Hertha-BSC-October-30-2009-Bundesliga,,e7972828
11,Sat,2009-10-31,,Hamburger SV,2–3,M'Gladbach,,,Deniz Aytekin,/en/matches/b1a344d7/Hamburger-SV-Monchengladbach-October-31-2009-Bundesliga,,b1a344d7
11,Sat,2009-10-31,,Köln,0–1,Hannover 96,,,Helmut Fleischer,/en/matches/6877c5b1/Koln-Hannover-96-October-31-2009-Bundesliga,,6877c5b1
11,Sat,2009-10-31,,Nürnberg,2–2,Werder Bremen,,,Guido Winkmann,/en/matches/b0a61212/Nurnberg-Werder-Bremen-October-31-2009-Bundesliga,,b0a61212
11,Sat,2009-10-31,,Schalke 04,2–2,Leverkusen,,,Michael Weiner,/en/matches/2a133d76/Schalke-04-Bayer-Leverkusen-October-31-2009-Bundesliga,,2a133d76
11,Sat,2009-10-31,,Stuttgart,0–0,Bayern Munich,,,Michael Kempter,/en/matches/b1c970f6/Stuttgart-Bayern-Munich-October-31-2009-Bundesliga,,b1c970f6
11,Sat,2009-10-31,,Wolfsburg,3–3,Mainz 05,,,Marco Fritz,/en/matches/9a9715b6/Wolfsburg-Mainz-05-October-31-2009-Bundesliga,,9a9715b6
11,Sun,2009-11-01,,Eint Frankfurt,2–1,Bochum,,,Peter Gagelmann,/en/matches/4dc9ac3d/Eintracht-Frankfurt-Bochum-November-1-2009-Bundesliga,,4dc9ac3d
11,Sun,2009-11-01,,Freiburg,0–1,Hoffenheim,,,Florian Meyer,/en/matches/7d512b16/Freiburg-Hoffenheim-November-1-2009-Bundesliga,,7d512b16
12,Fri,2009-11-06,,Leverkusen,4–0,Eint Frankfurt,,,Felix Zwayer,/en/matches/630ea865/Bayer-Leverkusen-Eintracht-Frankfurt-November-6-2009-Bundesliga,,630ea865
12,Sat,2009-11-07,,Bayern Munich,1–1,Schalke 04,,,Florian Meyer,/en/matches/39d96581/Bayern-Munich-Schalke-04-November-7-2009-Bundesliga,,39d96581
